# Ghost Glove Flex Calibration — Hand flat on table
t_s,flex_ring,flex_middle,flex_index,flex_thumb
3.035,5083,9429,5071,8562
3.065,5164,9445,5047,8499
3.125,5188,9508,5092,8552
3.156,5106,9457,5078,8589
3.185,5166,9406,4994,8546
3.245,5250,9451,5057,8540
3.245,5162,9487,5090,8603
3.275,5136,9373,5045,8553
3.305,5202,9423,5052,8519
3.336,5168,9413,5147,8560
3.397,5072,9352,5079,8556
3.427,5154,9270,5031,8504
3.517,5193,9619,5088,8547
3.517,5120,9584,5081,8582
3.517,5149,9568,4988,8542
3.547,5234,9593,5059,8538
3.577,5168,9587,5108,8596
3.636,5139,9531,5057,8560
3.668,5199,9569,5052,8501
3.697,5184,9598,5128,8556
3.725,5088,9563,5064,8564
3.758,5156,9565,5019,8509
3.786,5181,9617,5073,8551
3.817,5129,9572,5082,8600
3.845,5148,9557,4989,8546
3.906,5242,9571,5062,8530
3.935,5173,9571,5114,8581
3.966,5155,9525,5054,8561
3.995,5186,9557,5046,8501
4.025,5179,9585,5137,8557
4.055,5079,9564,5071,8567
4.085,5151,9562,5014,8522
4.146,5180,9613,5076,8562
4.175,5180,9612,5094,8549
4.206,5116,9575,5065,8575
4.235,5154,9561,4907,8539
4.275,5236,9593,5002,8545
4.296,5165,9582,4972,8608
4.357,5139,9536,4922,8559
4.388,5220,9570,5055,8531
4.418,5169,9584,5148,8564
4.447,5090,9554,5071,8563
4.478,5161,9568,5044,8500
4.507,5184,9621,5080,8546
4.537,5113,9575,5075,8576
4.566,5150,9561,4988,8540
4.627,5240,9595,5061,8549
4.657,5163,9587,5108,8597
4.686,5128,9526,5063,8556
4.717,5212,9567,5061,8518
4.747,5170,9585,5157,8558
4.798,5081,9554,5084,8565
4.815,5154,9557,5048,8501
4.835,5180,9606,5088,8547
4.897,5121,9539,5099,8592
4.927,5146,9524,4997,8545
4.957,5246,9524,5069,8537
4.987,5164,9461,5110,8591
5.023,5137,9417,5060,8554
5.045,5193,9546,5049,8510
5.076,5168,9548,5146,8555
5.167,5081,9513,5080,8574
5.167,5146,9518,5023,8515
5.198,5171,9568,5079,8544
5.227,5137,9529,5087,8594
5.255,5145,9478,4995,8552
5.285,5243,9418,5058,8538
5.320,5168,9337,5117,8589
5.345,5141,9365,5050,8555
5.406,5186,9471,5040,8500
5.435,5173,9464,5106,8550
5.497,5079,9389,5048,8564
5.497,5149,9396,4993,8518
5.527,5178,9448,5043,8546
5.557,5133,9406,4918,8601
5.585,5139,9377,4972,8550
5.647,5245,9371,5013,8549
5.677,5170,9364,5087,8576
5.708,5128,9511,5020,8555
5.737,5196,9440,4998,8500
5.765,5177,9496,5072,8549
5.795,5072,9410,5019,8562
5.855,5150,9408,4950,8520
5.855,5189,9389,5024,8543
5.915,5148,9408,5051,8600
5.945,5141,9368,4983,8552
5.975,5241,9405,5020,8538
6.016,5167,9435,5103,8572
6.037,5119,9384,5028,8556
6.065,5166,9406,4951,8497
6.097,5178,9450,5034,8546
6.157,5077,9414,5073,8573
6.188,5093,9399,5075,8572
6.219,5154,9411,5025,8503
6.247,5179,9455,5084,8549
6.277,5126,9417,5082,8589
6.307,5144,9392,4997,8546
6.366,5242,9412,5062,8545
6.398,5169,9416,5117,8579
6.427,5143,9364,5058,8552
6.457,5200,9397,5048,8505
6.485,5173,9421,5140,8554
6.515,5081,9391,5078,8565
6.545,5155,9393,5023,8513
6.574,5176,9527,5075,8549
6.635,5128,9370,5085,8595
6.665,5139,9290,5006,8547
6.696,5258,9452,5063,8542
6.727,5170,9458,5131,8585
6.758,5137,9403,5053,8556
6.786,5187,9407,5050,8497
6.819,5177,9430,5132,8551
6.876,5071,9241,5072,8570
6.907,5150,9298,4994,8531
6.937,5189,9505,5065,8544
6.967,5152,9469,5082,8601
6.997,5142,9428,5013,8553
7.029,5243,9459,5069,8537
7.055,5169,9508,5148,8579
7.085,5124,9436,5068,8557
7.145,5172,9459,5048,8499
7.175,5175,9508,5105,8553
7.205,5088,9475,5072,8571
7.236,5146,9415,4991,8533
7.265,5199,9461,5063,8546
7.295,5152,9303,5081,8607
7.325,5141,9274,5014,8557
7.396,5239,9505,5046,8549
7.415,5168,9572,5126,8565
7.445,5110,9530,5062,8560
7.475,5174,9569,5051,8499
7.505,5176,9614,5109,8549
7.535,5087,9560,5086,8565
7.567,5149,9562,5001,8534
7.597,5217,9607,5072,8545
7.657,5157,9583,5096,8613
7.687,5138,9523,5047,8561
7.717,5229,9569,5069,8555
7.747,5169,9588,5149,8571
7.777,5094,9548,5076,8559
7.806,5161,9569,5048,8496
7.837,5180,9617,4928,8550
7.896,5097,9576,5069,8569
7.925,5150,9565,4921,8543
7.956,5233,9604,4962,8549
7.987,5168,9584,5095,8605
8.023,5136,9527,5050,8555
8.045,5215,9571,5067,8529
8.075,5170,9593,5154,8562
8.105,5082,9559,5080,8560
8.165,5160,9574,5048,8499
8.195,5182,9579,5047,8511
8.225,5181,9607,5114,8551
8.256,5073,9576,5058,8566
8.285,5152,9567,4982,8525
8.315,5191,9613,5059,8547
8.375,5147,9584,5055,8614
8.405,5140,9550,4961,8563
8.435,5226,9579,5045,8538
8.465,5179,9590,5116,8575
8.496,5120,9538,5024,8559
8.526,5168,9571,5009,8503
8.557,5181,9616,4976,8548
8.588,5077,9577,4961,8567
8.646,5152,9564,4847,8530
8.675,5202,9602,4889,8550
8.705,5180,9583,5090,8608
8.735,5135,9533,5033,8558
8.766,5240,9570,5064,8540
8.795,5169,9585,5146,8574
8.825,5108,9548,5067,8560
8.885,5162,9567,5045,8509
8.915,5179,9620,5092,8554
8.950,5076,9579,5069,8570
8.975,5158,9568,4980,8534
9.005,5220,9611,5054,8544
9.035,5156,9597,5076,8609
9.066,5138,9550,5029,8553
9.097,5229,9592,5049,8538
9.157,5165,9603,5143,8571
9.187,5080,9566,5066,8563
9.218,5158,9584,5041,8491
9.246,5179,9629,5083,8549
9.277,5098,9590,5064,8575
9.306,5147,9569,4977,8540
9.337,5234,9597,5055,8541
9.397,5153,9581,5082,8616
9.427,5130,9541,5031,8557
9.466,5191,9566,5047,8516
9.487,5176,9586,5141,8567
9.517,5074,9555,5067,8563
9.545,5151,9553,5038,8499
9.576,5178,9604,5084,8550
9.619,5114,9567,5070,8585
9.667,5147,9547,4988,8543
9.697,5238,9569,5046,8539
9.727,5166,9566,5087,8592
9.757,5132,9509,5023,8555
9.787,5196,9547,5042,8517
9.820,5164,9561,5138,8562
9.845,5078,9538,5060,8565
9.907,5153,9540,5027,8516
9.937,5172,9590,5074,8550
9.984,5122,9541,5078,8604
9.996,5152,9528,4984,8545
10.027,5237,9554,5045,8540
10.086,5162,9545,5075,8602
10.086,5135,9495,5019,8557
10.117,5190,9488,5009,8509
10.219,5167,9504,5112,8554
10.219,5165,9381,4981,8571
10.237,5097,9344,5004,8560
10.297,5157,9488,4986,8500
10.297,5179,9587,5048,8549
10.327,5090,9581,5026,8567
10.387,5148,9564,4943,8535
10.418,5219,9593,5020,8542
10.447,5153,9581,5030,8607
10.477,5135,9526,4981,8557
10.507,5219,9564,5007,8534
10.536,5162,9573,5090,8566
10.567,5083,9539,5087,8563
10.626,5158,9546,5066,8499
10.686,5180,9578,5106,8547
10.686,5101,9538,5087,8575
10.717,5160,9519,4989,8540
10.746,5240,9521,5059,8542
10.776,5161,9502,5082,8605
10.820,5134,9456,5036,8555
10.837,5204,9490,5052,8522
10.897,5167,9506,5141,8559
10.927,5074,9477,5052,8564
10.957,5164,9490,5025,8502
10.987,5179,9528,5079,8551
11.024,5118,9486,5069,8584
11.046,5148,9463,4973,8545
11.077,5238,9435,5040,8542
11.138,5160,9427,5073,8604
11.167,5132,9379,5026,8563
11.197,5193,9415,5034,8514
11.227,5181,9425,5133,8559
11.257,5078,9386,5057,8566
11.285,5152,9386,5021,8507
11.317,5180,9443,5064,8552
11.348,5119,9113,5070,8592
11.420,5142,9581,4976,8541
11.436,5229,9604,5048,8541
11.497,5174,9602,5096,8595
11.497,5135,9537,5036,8557
11.545,5193,9576,5038,8507
11.557,5169,9594,5129,8554
11.586,5076,9568,5062,8566
11.647,5150,9572,5012,8514
11.676,5175,9628,5060,8553
11.707,5130,9586,5069,8602
11.737,5153,9554,4978,8550
11.768,5243,9577,5046,8540
11.796,5165,9568,5108,8591
11.827,5138,9524,5033,8557
11.857,5180,9550,5034,8504
11.917,5174,9583,5116,8547
11.946,5071,9551,5061,8566
11.977,5157,9550,4980,8525
12.006,5177,9605,5064,8550
12.037,5129,9559,5062,8614
12.067,5143,9533,4977,8556
12.096,5242,9550,5030,8542
12.157,5169,9548,5097,8583
12.186,5130,9492,5030,8566
12.219,5142,9511,5009,8558
12.247,5205,9550,5021,8533
12.277,5166,9565,5118,8565
12.307,5079,9536,5044,8567
12.337,5151,9543,5018,8503
12.397,5178,9598,5062,8550
12.427,5109,9552,5055,8594
12.457,5165,9539,4963,8546
12.487,5231,9570,5032,8541
12.515,5161,9559,5062,8604
12.545,5135,9500,5016,8560
12.583,5191,9544,5020,8520
12.635,5165,9563,5109,8567
12.665,5072,9537,5037,8568
12.695,5144,9539,4988,8518
12.725,5188,9590,5054,8550
12.757,5121,9551,5048,8591
12.787,5148,9538,4963,8547
12.817,5235,9558,5034,8545
12.846,5163,9552,5074,8600
12.907,5136,9495,5029,8558
12.935,5192,9545,5015,8503
12.965,5176,9564,5115,8568
12.995,5074,9535,5043,8570
13.025,5147,9540,4994,8511
13.056,5174,9596,5056,8550
13.103,5120,9553,5058,8600
13.145,5143,9534,4966,8553
13.175,5245,9559,5029,8541
13.219,5164,9558,5107,8588
13.235,5152,9501,5032,8560
13.267,5186,9540,5021,8506
13.297,5170,9553,5111,8556
13.327,5072,9540,5040,8567
13.357,5149,9528,4981,8519
13.420,5174,9581,5041,8560
13.447,5128,9548,5054,8603
13.476,5145,9522,4977,8562
13.506,5240,9546,5029,8542
13.534,5166,9548,5097,8584
13.565,5134,9497,5027,8557
13.595,5176,9522,5016,8504
13.655,5173,9553,5100,8561
13.685,5074,9523,5044,8567
13.715,5152,9505,4977,8532
13.745,5187,9549,5043,8550
13.775,5128,9500,5061,8603
13.805,5141,9476,4979,8556
13.835,5245,9232,5032,8542
13.865,5168,9413,5110,8583
13.926,5131,9445,5048,8567
13.955,5173,9315,5026,8503
13.985,5180,9496,5095,8563
14.017,5071,9419,5053,8568
14.045,5146,9438,4966,8527
14.075,5193,9367,5046,8550
14.105,5142,9451,5046,8603
14.165,5137,9402,4972,8562
14.195,5240,9504,5054,8544
14.225,5231,9501,5043,8543
14.255,5162,9476,5077,8603
14.285,5131,9368,5020,8560
14.315,5189,9395,4996,8515
14.375,5167,9412,5116,8559
14.405,5070,9400,5013,8568
14.434,5150,9390,4878,8518
14.465,5188,9427,4870,8562
14.496,5126,9387,4981,8599
14.525,5147,9379,4844,8548
14.555,5235,9387,5028,8543
14.586,5162,9394,4973,8598
14.645,5135,9331,5002,8563
14.674,5187,9322,5023,8506
14.705,5174,9341,5022,8561
14.735,5072,9268,4983,8568
14.766,5144,9136,4930,8514
14.795,5179,9372,4977,8552
14.825,5129,9377,5055,8610
14.885,5147,9377,4985,8551
14.915,5242,9399,4923,8544
14.945,5167,9404,5099,8591
14.975,5137,9345,5007,8561
15.005,5185,9385,4997,8502
15.036,5170,9408,5109,8559
15.066,5070,9357,5051,8569
15.096,5149,9350,4886,8526
15.157,5182,9427,5059,8548
15.186,5135,9378,5073,8610
15.216,5142,9352,5007,8564
15.246,5241,9375,5044,8542
15.277,5170,9391,4982,8580
15.307,5130,9344,5019,8559
15.337,5177,9378,4928,8506
15.397,5179,9406,5100,8557
15.427,5075,9378,5045,8569
15.456,5149,9373,4952,8541
15.484,5209,9424,5059,8559
15.516,5137,9377,5079,8609
15.545,5143,9339,5005,8555
15.575,5245,9375,5052,8544
15.605,5166,9389,5129,8585
15.665,5119,9340,5058,8575
15.719,5174,9379,5036,8509
15.724,5188,9418,5100,8552
15.755,5069,9377,5035,8567
15.787,5147,9375,4923,8532
15.819,5196,9417,4980,8548
15.847,5149,9384,5010,8611
15.907,5141,9349,4954,8557
15.936,5238,9381,4993,8540
15.967,5169,9398,5052,8579
15.996,5114,9353,4914,8583
16.026,5169,9375,4891,8500
16.056,5182,9417,5016,8553
16.116,5078,9381,4987,8568
16.116,5149,9379,4881,8533
16.177,5202,9422,5037,8557
16.220,5153,9392,5078,8614
16.235,5119,9395,5079,8601
16.264,5145,9382,4987,8553
16.295,5236,9400,5056,8545
16.325,5162,9398,5106,8594
16.385,5135,9350,5049,8556
16.420,5189,9389,5046,8507
16.445,5168,9417,5127,8558
16.475,5085,9391,5066,8579
16.505,5148,9380,5016,8520
16.535,5174,9434,5071,8553
16.597,5123,9390,5074,8605
16.597,5142,9361,4982,8552
16.656,5238,9390,5044,8543
16.687,5166,9394,5107,8587
16.715,5139,9339,5042,8559
16.752,5184,9379,5026,8508
16.776,5172,9410,5110,8559
16.820,5074,9382,5049,8569
16.836,5142,9373,4981,8523
16.895,5174,9428,5047,8562
16.925,5130,9388,5064,8609
16.955,5137,9360,4986,8559
16.986,5251,9395,5033,8552
17.014,5166,9398,5100,8585
17.044,5128,9344,5025,8560
17.075,5175,9378,4986,8506
17.105,5172,9411,5006,8556
17.165,5069,9389,5022,8572
17.195,5145,9374,4930,8530
17.225,5201,9417,5017,8550
17.268,5139,9383,5029,8606
17.285,5139,9211,4950,8558
17.315,5239,9441,5002,8545
17.345,5163,9152,5063,8581
17.405,5125,9306,4983,8574
17.435,5174,9197,4973,8505
17.465,5172,9436,5027,8562
17.495,5078,9402,5022,8577
17.525,5149,9389,4957,8534
17.555,5199,9453,5025,8552
17.588,5150,9360,5047,8607
17.619,5135,9325,4985,8561
17.675,5239,9125,5019,8545
17.705,5166,9412,5098,8577
17.735,5106,9377,5041,8565
17.765,5164,9374,5018,8500
17.795,5179,9412,5078,8554
17.825,5074,9377,5040,8567
17.854,5147,9358,4959,8534
17.915,5206,9411,5035,8560
17.945,5150,9381,5045,8614
17.975,5132,9341,4992,8566
18.005,5236,9386,5022,8552
18.035,5163,9383,5100,8578
18.065,5100,9309,5020,8564
18.095,5165,9217,4978,8504
18.125,5180,9379,5039,8553
18.185,5087,9336,5020,8572
18.220,5148,9311,4927,8539
18.245,5145,9382,4970,8522
18.275,5176,9433,5026,8555
18.310,5126,9400,5037,8608
18.335,5145,9376,4940,8554
18.397,5241,9398,5006,8543
18.427,5163,9388,5075,8590
18.455,5145,9338,5024,8563
18.487,5183,9372,5018,8507
18.516,5171,9397,5102,8558
18.546,5067,9352,5038,8571
18.577,5144,9333,4976,8527
18.636,5172,9391,5045,8555
18.667,5132,9371,5056,8618
18.697,5148,9351,4990,8560
18.727,5252,9348,5032,8546
18.757,5168,9250,5095,8588
18.787,5136,9268,5020,8562
18.828,5179,9235,5011,8507
18.845,5173,9261,5087,8559
18.905,5074,9201,5039,8568
18.935,5145,9424,4957,8540
18.965,5198,9496,5022,8551
18.995,5136,9475,5050,8612
19.025,5138,9441,4981,8559
19.055,5237,9473,5023,8545
19.088,5160,9466,5106,8583
19.146,5124,9410,5025,8563
19.177,5171,9450,5013,8517
19.220,5175,9493,5068,8554
19.236,5086,9457,5031,8571
19.266,5146,9416,4954,8535
19.297,5196,9465,5029,8551
19.326,5145,9429,5052,8609
19.356,5135,9398,4984,8562
19.420,5241,9421,5025,8543
19.446,5166,9426,5112,8576
19.476,5116,9377,5041,8564
19.507,5166,9397,5011,8506
19.537,5180,9391,5079,8553
19.566,5077,9304,5039,8572
19.597,5148,9363,4961,8536
19.657,5205,9377,5031,8554
19.686,5149,9383,5054,8619
19.717,5139,9345,5009,8560
19.747,5233,9384,5029,8547
19.777,5164,9396,5114,8579
19.821,5104,9363,5036,8566
19.836,5167,9379,5013,8504
19.870,5177,9435,5076,8554
19.927,5079,9392,5048,8568
19.960,5146,9392,4961,8545
19.984,5212,9433,5033,8548
20.022,5149,9415,5058,8613
20.046,5130,9371,5005,8563
20.136,5223,9395,5034,8545
20.136,5161,9400,5113,8581
20.136,5089,9343,5047,8566
20.195,5152,9329,5025,8504
20.226,5186,9155,5071,8557
20.256,5172,9370,5119,8565
20.287,5068,9094,5054,8572
20.317,5144,9445,4993,8527
20.347,5173,9304,5054,8555
20.405,5128,9229,5074,8608
20.436,5139,9230,4985,8559
20.466,5245,9419,5044,8546
20.496,5165,9383,5106,8592
20.527,5131,9377,5040,8564
20.557,5181,9351,5028,8502
20.587,5169,9349,5106,8561
20.650,5067,9308,5052,8584
20.676,5146,9226,4986,8535
20.706,5183,9331,5049,8553
20.737,5143,9304,5072,8615
20.767,5139,9317,4994,8559
20.797,5240,9364,5043,8546
20.826,5164,9362,5117,8587
20.857,5122,9295,5043,8563
20.916,5170,9345,5032,8509
20.947,5171,9377,5097,8555
20.977,5087,9339,5058,8571
21.021,5147,9330,4971,8530
21.036,5189,9378,5047,8554
21.066,5139,9348,5065,8608
21.127,5137,9315,4999,8561
21.157,5237,9364,5037,8548
21.188,5166,9386,5125,8580
21.223,5109,9303,5049,8567
21.246,5176,9210,5031,8513
21.276,5173,9486,5093,8555
21.307,5074,9455,5054,8572
21.337,5150,9422,4975,8533
21.367,5202,9447,5045,8551
21.428,5145,9443,5070,8614
21.456,5131,9378,5004,8561
21.487,5231,9435,5030,8544
21.515,5163,9445,5119,8579
21.545,5104,9401,5036,8567
21.575,5165,9430,5013,8510
21.605,5178,9498,5071,8556
21.665,5080,9468,5049,8580
21.695,5151,9448,4955,8538
21.725,5213,9488,5029,8549
21.755,5159,9476,5052,8627
21.785,5135,9424,4993,8564
21.821,5222,9472,5020,8544
21.846,5164,9491,5103,8579
21.876,5090,9466,5033,8568
21.948,5158,9492,5007,8506
21.966,5177,9529,5051,8558
21.996,5110,9498,5032,8588
22.027,5149,9481,4940,8543
22.056,5228,9516,5013,8552
22.088,5152,9507,5032,8617
22.116,5131,9455,4981,8563
22.175,5215,9492,5002,8551
22.205,5164,9514,5088,8569
22.235,5071,9475,4973,8574
22.265,5130,9448,4948,8563
22.295,5180,9486,4892,8509
22.325,5168,9518,4917,8557
22.387,5070,9497,4867,8573
22.421,5146,9490,4939,8536
22.445,5182,9547,5023,8551
22.476,5149,9507,5039,8611
22.506,5141,9492,4956,8562
22.536,5238,9514,4956,8545
22.566,5167,9528,5092,8587
22.597,5124,9480,5023,8566
22.656,5172,9516,4897,8508
22.686,5173,9554,5070,8556
22.717,5074,9521,5018,8576
22.747,5149,9513,4922,8539
22.777,5194,9553,4987,8552
22.821,5140,9521,4994,8614
22.836,5134,9480,4877,8561
22.897,5235,9514,4989,8547
22.928,5163,9529,5073,8580
22.956,5107,9489,5007,8566
22.985,5162,9509,4978,8501
23.018,5174,9557,4991,8556
23.045,5073,9520,4990,8569
23.075,5144,9506,4882,8537
23.105,5203,9542,4862,8553
23.165,5143,9518,4974,8614
23.195,5129,9474,4906,8563
23.225,5232,9508,4929,8552
23.256,5157,9528,5033,8584
23.287,5096,9475,4950,8565
23.317,5160,9499,4922,8505
23.347,5174,9548,4930,8553
23.420,5077,9500,4914,8570
23.437,5144,9484,4946,8542
23.466,5213,9529,5002,8549
23.502,5159,9507,5005,8613
23.525,5133,9445,4984,8559
23.555,5223,9480,4949,8543
23.585,5161,9499,5120,8577
23.622,5084,9461,5046,8567
23.675,5153,9480,5009,8508
23.705,5173,9530,5043,8557
23.737,5098,9496,5039,8584
23.767,5145,9478,4981,8542
23.797,5228,9505,5055,8548
23.826,5148,9488,5079,8616
23.856,5132,9439,5032,8563
23.917,5210,9478,5049,8535
23.945,5164,9497,5136,8572
23.975,5068,9465,4869,8576
24.022,5155,9480,4878,8511
24.035,5176,9528,5108,8556
24.065,5099,9488,5089,8586
24.095,5143,9474,4995,8555
24.125,5234,9492,5067,8546
24.185,5155,9480,5088,8611
24.221,5129,9433,5065,8562
24.246,5200,9469,5059,8517
24.276,5238,9476,5056,8548
24.307,5159,9480,5067,8585
24.337,5113,9443,5073,8565
24.395,5164,9448,5065,8521
24.425,5171,9492,5136,8560
24.455,5063,9456,5085,8574
24.485,5153,9446,5006,8543
24.545,5197,9482,5071,8552
24.545,5141,9452,5095,8612
24.575,5132,9415,5023,8562
24.605,5235,9451,5057,8547
24.665,5167,9461,4957,8583
24.695,5104,9415,4981,8573
24.725,5167,9446,4835,8500
24.755,5172,9492,5028,8553
24.785,5075,9448,4993,8569
24.820,5143,9438,4898,8536
24.845,5204,9475,4984,8551
24.905,5136,9451,5104,8623
24.936,5127,9414,5045,8568
24.965,5218,9442,5069,8537
24.995,5168,9472,5165,8582
25.025,5088,9425,5081,8567
25.059,5151,9449,5057,8504
25.085,5178,9500,5115,8556
25.115,5076,9457,5089,8573
25.175,5143,9449,5002,8545
25.205,5221,9489,5067,8555
25.235,5161,9467,5094,8611
25.265,5129,9421,5034,8565
25.295,5217,9455,5059,8542
25.325,5159,9478,5148,8573
25.355,5077,9442,5076,8568
25.422,5152,9457,5053,8515
25.445,5172,9505,5107,8562
25.475,5100,9467,5082,8589
25.505,5150,9451,4997,8553
25.535,5228,9486,5065,8550
25.579,5152,9460,5085,8616
25.595,5127,9410,5035,8562
25.625,5207,9447,5054,8537
25.685,5160,9462,5150,8571
25.715,5065,9432,5055,8570
25.745,5153,9451,4880,8514
25.775,5170,9442,4951,8556
25.805,5104,9398,4993,8589
25.835,5142,9335,4945,8548
25.865,5232,9378,5044,8547
25.925,5155,9377,4861,8622
25.955,5128,9195,4878,8563
25.985,5193,9180,5060,8523
26.020,5171,9420,5160,8565
26.045,5073,9399,5084,8570
26.075,5149,9441,5047,8509
26.105,5177,9487,5095,8556
26.135,5110,9456,5087,8595
26.195,5141,9445,4990,8549
26.227,5230,9463,5054,8547
26.256,5169,9453,5109,8599
26.287,5135,9450,5088,8610
26.317,5133,9403,5029,8563
26.347,5233,9444,5058,8548
26.418,5160,9457,5134,8586
26.436,5104,9411,5070,8567
26.465,5171,9438,5037,8502
26.495,5175,9486,5097,8554
26.525,5074,9448,5067,8572
26.555,5147,9432,4978,8539
26.585,5208,9467,5044,8552
26.645,5141,9445,5070,8617
26.676,5130,9396,5002,8564
26.705,5219,9433,5035,8544
26.735,5168,9403,5056,8573
26.765,5093,9388,4960,8567
26.798,5160,9409,4968,8501
26.825,5174,9450,4995,8557
26.855,5078,9413,4917,8573
26.915,5142,9398,4854,8542
26.945,5213,9437,4864,8551
26.975,5142,9416,4957,8615
27.005,5128,9364,4943,8563
27.036,5216,9410,4990,8543
27.066,5159,9421,5118,8576
27.097,5080,9386,4899,8570
27.156,5155,9407,4909,8504
27.187,5173,9451,5054,8560
27.221,5089,9419,5081,8586
27.246,5153,9398,4973,8556
27.277,5229,9426,5047,8551
27.306,5149,9414,5078,8614
27.337,5128,9368,5009,8564
27.366,5209,9404,5008,8541
27.425,5162,9421,5149,8591
27.455,5072,9393,5079,8571
27.486,5153,9404,5047,8507
27.516,5171,9446,5091,8558
27.545,5095,9411,5080,8584
27.575,5145,9393,4977,8548
27.635,5232,9424,5048,8548
27.635,5155,9408,5076,8619
27.695,5128,9364,4902,8563
27.726,5193,9399,4838,8527
27.756,5169,9424,5145,8563
27.787,5069,9401,5043,8572
27.821,5150,9405,4929,8507
27.846,5173,9454,5067,8559
27.875,5109,9412,5059,8591
27.935,5141,9400,4928,8565
27.965,5240,9431,5045,8549
27.995,5160,9423,5052,8608
28.026,5129,9366,4875,8563
28.055,5193,9406,5011,8526
28.085,5159,9425,5078,8567
28.115,5071,9397,4933,8574
28.177,5151,9403,4930,8513
28.205,5174,9456,4933,8559
28.235,5113,9422,4908,8607
28.265,5144,9400,4877,8552
28.295,5145,9401,4951,8539
28.327,5194,9440,5010,8554
28.357,5142,9413,5047,8616
28.420,5130,9370,4981,8562
28.446,5229,9407,4782,8545
28.477,5161,9425,5012,8575
28.507,5100,9373,4856,8568
28.537,5158,9403,4977,8506
28.567,5174,9448,4953,8558
28.595,5077,9411,4962,8571
28.657,5145,9375,4897,8550
28.697,5207,9399,4980,8554
28.746,5149,9362,5011,8617
28.746,5128,9127,4962,8566
28.777,5227,9502,4993,8550
28.822,5157,9516,5081,8582
28.836,5089,9470,5008,8571
28.866,5161,9491,5000,8506
28.927,5172,9539,4940,8557
28.956,5084,9490,4896,8587
28.988,5146,9476,4898,8551
29.022,5213,9514,4983,8552
29.046,5144,9463,5029,8617
29.076,5125,9434,4961,8565
29.105,5219,9480,4989,8546
29.167,5154,9486,5114,8578
29.197,5081,9400,5037,8570
29.227,5162,9465,5015,8505
29.256,5180,9515,5063,8557
29.287,5088,9455,5037,8581
29.317,5141,9390,4950,8550
29.347,5224,9488,5030,8553
29.377,5154,9412,5065,8615
29.436,5126,9127,5021,8571
29.466,5213,9417,5033,8526
29.497,5172,9412,5110,8568
29.527,5071,9185,5040,8572
29.557,5146,9387,5008,8504
