# Ghost Glove Flex Calibration — Fist
t_s,flex_ring,flex_middle,flex_index,flex_thumb
2.774,4568,6289,3274,5011
2.804,4507,6285,3463,5072
2.833,4413,6227,3276,5051
2.894,4504,6207,3319,4939
2.924,4526,6155,3479,5037
2.954,4410,6191,3439,5071
2.992,4494,6175,3322,5003
3.013,4555,6241,3414,5029
3.043,4490,6198,3418,5130
3.073,4478,5937,3264,5038
3.164,4609,6057,3333,5016
3.164,4512,6175,3351,5089
3.194,4463,6155,3337,5048
3.227,4533,6176,3396,4976
3.252,4525,6329,3507,5045
3.284,4396,6325,3401,5058
3.314,4487,6300,3313,4979
3.344,4525,6304,3298,5035
3.404,4460,6213,3290,5112
3.434,4479,6146,3199,5029
3.464,4605,6122,3306,5015
3.524,4520,6157,3486,5100
3.524,4470,5956,3326,5040
3.555,4549,6063,3374,4982
3.584,4510,6070,3375,5055
3.646,4396,6068,3397,5055
3.674,4496,6078,3357,4961
3.704,4519,6179,3422,5034
3.734,4440,6109,3404,5083
3.765,4487,6110,3281,5008
3.796,4588,6145,3394,5022
3.827,4492,6083,3291,5126
3.854,4464,5993,3359,5027
3.915,4583,6076,3330,4994
3.946,4505,6047,3534,5041
4.004,4426,6010,3390,5024
4.004,4498,6005,3361,4927
4.034,4518,6088,3390,5016
4.064,4389,6021,3319,5036
4.094,4481,5989,3232,4966
4.154,4532,6096,3329,5010
4.184,4471,6210,3365,5109
4.244,4476,6174,3332,5017
4.244,4605,6242,3337,4995
4.274,4512,6191,3422,5086
4.304,4467,6249,3420,5024
4.334,4532,6245,3396,4939
4.363,4510,6299,3423,5034
4.427,4389,6192,3429,5042
4.514,4483,6239,3284,4961
4.514,4532,6271,3465,5031
4.514,4450,6283,3343,5097
4.553,4482,6215,3154,5004
4.575,4599,6344,3405,5007
4.604,4500,6314,3464,5119
4.694,4467,6102,3324,5026
4.694,4555,6308,3324,4986
4.724,4495,6259,3389,5043
4.752,4393,6222,3437,5041
4.827,4469,6217,3244,5030
4.827,4526,6158,3403,4949
4.873,4510,6295,3354,5036
4.903,4405,6192,3365,5054
4.934,4484,6018,3380,4964
4.964,4525,6285,3339,5021
4.994,4447,6236,3373,5084
5.028,4481,6218,3339,5006
5.054,4598,6251,3444,5008
5.083,4506,6234,3262,5119
5.144,4464,6156,3386,5037
5.174,4562,6210,3336,4988
5.204,4522,6235,3432,5047
5.234,4414,6180,3296,5040
5.264,4502,6192,3419,4930
5.293,4524,6274,3403,5024
5.324,4406,6211,3367,5050
5.355,4486,6187,3254,4986
5.426,4560,6289,3351,5026
5.444,4480,6191,3380,5128
5.475,4472,6104,3276,5034
5.505,4601,6215,3229,5007
5.536,4508,6208,3477,5080
5.595,4454,6029,3372,5038
5.595,4518,6096,3356,4947
5.654,4515,6259,3421,5045
5.686,4387,6256,3413,5062
5.716,4495,6266,3336,4984
5.774,4530,6355,3388,5028
5.774,4454,6283,3366,5112
5.804,4484,6277,3344,5021
5.833,4598,6304,3333,5013
5.864,4506,6229,3418,5114
5.924,4467,6170,3399,5044
5.954,4542,6179,3416,4963
5.984,4523,6227,3430,5045
6.045,4392,6176,3389,5052
6.045,4493,6197,3346,4938
6.074,4523,6262,3437,5031
6.105,4429,6119,3415,5065
6.164,4484,6161,3302,5009
6.195,4586,6171,3440,5024
6.227,4510,6145,3474,5126
6.256,4481,6100,3392,5036
6.285,4585,6166,3285,5012
6.316,4507,6183,3452,5074
6.344,4437,6121,3321,5046
6.404,4506,6124,3343,4947
6.433,4524,6213,3443,5036
6.464,4398,6198,3319,5057
6.494,4495,6155,3249,4992
6.524,4532,6210,3338,5030
6.554,4474,6113,3433,5118
6.584,4478,6073,3298,5029
6.625,4612,6123,3449,5013
6.674,4512,6097,3505,5103
6.704,4473,5983,3387,5039
6.734,4556,5736,3262,4946
6.765,4525,5860,3365,5047
6.795,4513,5945,3467,5080
6.827,4431,5914,3456,5046
6.884,4509,5941,3431,4948
6.915,4521,5984,3524,5033
6.945,4383,5923,3469,5055
6.975,4491,5790,3356,4988
7.004,4535,5947,3373,5029
7.034,4472,5845,3464,5120
7.064,4484,5864,3200,5031
7.095,4614,5985,3288,5014
7.154,4516,5970,3488,5103
7.184,4476,5873,3345,5041
7.228,4536,5932,3376,4961
7.245,4530,5955,3420,5038
7.276,4403,5860,3337,5054
7.305,4493,5778,3300,4950
7.335,4533,5856,3355,5032
7.394,4449,5858,3460,5088
7.427,4489,5955,3254,5015
7.483,4601,6018,3373,5016
7.483,4510,5775,3387,5126
7.513,4471,5935,3313,5039
7.543,4571,5985,3341,5002
7.575,4513,6111,3554,5065
7.604,4421,5957,3385,5047
7.664,4507,5946,3290,4945
7.693,4528,6032,3472,5032
7.724,4401,6004,3428,5053
7.754,4501,6003,3206,5002
7.784,4567,6058,3348,5023
7.828,4485,6042,3409,5123
7.844,4477,5925,3294,5031
7.904,4608,5940,3338,5011
7.934,4514,6026,3430,5078
7.966,4464,5917,3346,5045
8.028,4522,5923,3305,4949
8.028,4521,5942,3424,5041
8.054,4397,5964,3363,5058
8.084,4492,5909,3354,4969
8.115,4531,6103,3435,5032
8.204,4455,6018,3309,5121
8.204,4483,6025,3183,5018
8.235,4599,5936,3428,5014
8.265,4524,6029,3437,5106
8.294,4472,5975,3372,5037
8.325,4550,6086,3378,4982
8.353,4514,6086,3524,5053
8.427,4398,6031,3396,5052
8.474,4498,6038,3384,4946
8.474,4527,6121,3451,5032
8.504,4450,6089,3377,5085
8.536,4494,6027,3240,5001
8.564,4594,5963,3350,5021
8.594,4489,6034,3361,5129
8.628,4469,5932,3424,5036
8.703,4597,6005,3460,5016
8.744,4511,6063,3579,5065
8.744,4436,5985,3465,5046
8.774,4517,6043,3423,4938
8.804,4549,6047,3429,4983
8.834,4512,6030,3553,5062
8.895,4394,6044,3390,5058
8.926,4503,6052,3285,4943
8.954,4544,6136,3503,5033
8.986,4442,6033,3460,5067
9.026,4490,5966,3296,5007
9.044,4586,6047,3384,5025
9.074,4502,6015,3432,5133
9.104,4482,5919,3348,5037
9.164,4599,6002,3385,5012
9.194,4517,6021,3498,5062
9.224,4440,5965,3393,5046
9.253,4519,5991,3372,4946
9.284,4533,6066,3461,5039
9.314,4395,5999,3375,5057
9.373,4494,5928,3284,4980
9.404,4544,6020,3471,5034
9.435,4484,5979,3472,5124
9.463,4502,5914,3272,5032
9.494,4631,6057,3362,5012
9.556,4521,6046,3249,5097
9.556,4478,5941,3376,5039
9.585,4548,6011,3286,4957
9.628,4526,6014,3413,5054
9.675,4407,5853,3400,5055
9.705,4498,5961,3322,4968
9.743,4544,6025,3397,5030
9.765,4462,5963,3285,5091
9.796,4495,5972,3240,5013
9.828,4611,6022,3378,5017
9.854,4509,6063,3339,5133
9.914,4481,5931,3112,5044
9.944,4575,6015,3358,4992
9.974,4533,6072,3373,5059
10.004,4424,6026,3388,5051
10.034,4505,6024,3346,4941
10.064,4534,6106,3337,5033
10.094,4411,6033,3366,5060
10.124,4492,6042,3248,4995
10.185,4569,6167,3323,5028
10.229,4498,6128,3371,5133
10.257,4487,6050,3181,5042
10.273,4610,6084,3442,5015
10.303,4518,6124,3533,5090
10.334,4467,6042,3383,5042
10.394,4535,6110,3325,4947
10.429,4531,6152,3437,5048
10.455,4397,6104,3333,5062
10.484,4508,6101,3204,4983
10.514,4542,6187,3290,5035
10.544,4472,6121,3347,5123
10.574,4491,6118,3229,5020
10.605,4609,6162,3430,5019
10.635,4518,6152,3487,5120
10.694,4476,6082,3450,5041
10.724,4549,6130,3370,4960
10.755,4527,6171,3478,5050
10.786,4400,6121,3386,5055
10.826,4462,6058,3327,5046
10.845,4525,6115,3353,4952
10.906,4521,6183,3382,5050
10.936,4397,6120,3270,5061
10.966,4480,6100,3290,4978
10.995,4550,6146,3398,5033
11.027,4467,6049,3316,5121
11.054,4484,6090,3262,5025
11.084,4608,6094,3290,5020
11.175,4511,6099,3437,5119
11.175,4475,5973,3353,5043
11.204,4554,6112,3312,4975
11.233,4525,6083,3455,5058
11.266,4396,6015,3412,5058
11.298,4495,6013,3271,4950
11.325,4536,6123,3371,5037
11.355,4448,6171,3385,5080
11.429,4498,6176,3306,5028
11.443,4607,6209,3318,5026
11.472,4517,6194,3362,5138
11.505,4486,6130,3277,5042
11.536,4593,6193,3475,5017
11.628,4516,6201,3555,5079
11.629,4436,6102,3307,5052
11.629,4522,6135,3188,4945
11.685,4537,6223,3380,5038
11.714,4406,6214,3425,5063
11.744,4501,6227,3383,5003
11.773,4557,6286,3351,5034
11.823,4487,6242,3428,5127
11.833,4487,6161,3389,5039
11.863,4610,6336,3435,5017
11.924,4526,6378,3378,5113
11.953,4478,6236,3310,5044
11.984,4540,6158,3378,4960
12.029,4536,6337,3393,5044
12.043,4406,6345,3409,5061
12.075,4497,6289,3331,4968
12.104,4537,6372,3416,5040
12.163,4465,6309,3380,5107
12.195,4494,6176,3338,5032
12.226,4614,6255,3369,5022
12.254,4524,6219,3452,5126
12.283,4482,6127,3292,5043
12.314,4571,6205,3365,4992
12.344,4519,6242,3502,5070
12.374,4411,6224,3444,5053
12.464,4512,6262,3291,4957
12.464,4537,6311,3454,5037
12.494,4442,6229,3407,5081
12.524,4513,6227,3393,5015
12.554,4591,6278,3456,5030
12.584,4505,6198,3372,5138
12.644,4487,6185,3385,5045
12.644,4614,6220,3430,5017
12.704,4523,6346,3536,5092
12.734,4459,6365,3400,5056
12.763,4522,6413,3272,4946
12.793,4532,6446,3498,5042
12.829,4525,6434,3516,5062
12.853,4416,6405,3347,5056
12.913,4511,6425,3325,4951
12.974,4540,6495,3417,5044
12.974,4436,6431,3430,5080
13.004,4503,6424,3307,5012
13.035,4592,6224,3420,5029
13.063,4502,6218,3412,5137
13.095,4489,6267,3446,5039
13.153,4614,6366,3365,5024
13.184,4525,6420,3532,5089
13.229,4468,6370,3286,5058
13.245,4538,6413,3346,4950
13.274,4538,6473,3551,5043
13.304,4408,6409,3435,5064
13.334,4502,6389,3358,4982
13.372,4545,6493,3436,5036
13.424,4484,6310,3395,5140
13.484,4492,6209,3232,5043
13.484,4620,6523,3388,5023
13.514,4525,6518,3455,5122
13.545,4482,6435,3377,5046
13.575,4558,6490,3404,4971
13.605,4526,6515,3495,5061
13.694,4404,6466,3296,5069
13.694,4506,6466,3397,4956
13.723,4542,6546,3421,5040
13.785,4461,6443,3371,5096
13.785,4498,6168,3339,5016
13.829,4621,6418,3401,5028
13.844,4509,6427,3441,5142
13.891,4482,6372,3307,5056
13.934,4585,6350,3477,5021
13.964,4520,6359,3349,5100
14.053,4440,6194,3397,5056
14.053,4519,6280,3330,4943
14.054,4536,6344,3435,5044
14.083,4402,6239,3395,5067
14.113,4496,6209,3248,4996
14.175,4564,6535,3434,5042
14.207,4494,6479,3349,5141
14.233,4496,6409,3268,5045
14.263,4632,6470,3322,5024
14.293,4519,6475,3457,5103
14.323,4480,6405,3333,5051
14.353,4549,6429,3367,4956
14.383,4532,6460,3454,5059
14.443,4400,6355,3371,5066
14.503,4499,6219,3352,4978
14.504,4540,6531,3429,5045
14.533,4469,6464,3412,5122
14.563,4494,6402,3285,5031
14.593,4616,6405,3377,5025
14.629,4528,6368,3446,5133
14.684,4481,6304,3355,5050
14.744,4569,6333,3363,4975
14.744,4536,6356,3448,5072
14.774,4409,6219,3387,5064
14.806,4510,6418,3333,4948
14.834,4550,6429,3265,4956
14.863,4531,6426,3470,5052
14.935,4402,6383,3340,5065
14.953,4500,6415,3238,4979
14.983,4546,6470,3296,5039
15.013,4475,6397,3405,5117
15.043,4497,6361,3341,5028
15.073,4618,6368,3424,5026
15.105,4522,6271,3399,5133
15.164,4483,6279,3316,5061
15.194,4573,6280,3282,4984
15.229,4525,6197,3455,5063
15.254,4415,6221,3396,5055
15.284,4522,6285,3359,4941
15.313,4545,6499,3470,5034
15.343,4435,6427,3331,5064
15.404,4506,6410,3251,4996
15.433,4597,6453,3356,5030
15.493,4506,6432,3411,5134
15.493,4489,6332,3270,5034
15.523,4616,6204,3373,5009
15.553,4530,6354,3494,5081
15.583,4458,6323,3442,5041
15.628,4534,6373,3429,4950
15.704,4532,6435,3510,5052
15.704,4415,6390,3363,5058
15.734,4494,6394,3259,4978
15.794,4558,6482,3386,5025
15.794,4485,6425,3327,5123
15.854,4499,6396,3262,5020
15.854,4630,6439,3458,5008
15.883,4528,6443,3520,5105
15.944,4487,6368,3365,5032
15.973,4561,6425,3367,4945
16.035,4540,6446,3497,5037
16.035,4415,6411,3414,5048
16.063,4515,6401,3402,4940
16.093,4552,6446,3493,5024
16.123,4471,6389,3490,5082
16.228,4508,6445,3266,5019
16.229,4628,6497,3412,5020
16.245,4517,6457,3481,5125
16.275,4503,6383,3432,5031
16.304,4597,6443,3466,4998
16.334,4533,6467,3582,5068
16.364,4437,6378,3462,5043
16.394,4528,6409,3433,4932
16.483,4553,6477,3460,5027
16.483,4425,6390,3416,5051
16.513,4516,6384,3313,4995
16.542,4584,6457,3406,5020
16.572,4515,6413,3417,5125
16.639,4497,6355,3325,5029
16.639,4637,6393,3393,5008
16.693,4538,6410,3495,5099
16.722,4485,6356,3390,5039
16.753,4543,6411,3381,4937
16.842,4548,6435,3490,5039
16.843,4417,6398,3396,5053
16.843,4445,6370,3406,5040
16.903,4524,6400,3396,4940
16.932,4552,6472,3496,5032
16.962,4431,6406,3368,5065
17.004,4522,6412,3280,4986
17.023,4586,6484,3364,5022
17.052,4506,6436,3475,5127
17.082,4504,6398,3432,5031
17.112,4631,6452,3501,5011
17.172,4536,6462,3536,5085
17.233,4480,6377,3441,5051
17.235,4549,6446,3344,4955
17.263,4541,6499,3460,5041
17.292,4413,6443,3400,5058
17.334,4508,6448,3358,4967
17.353,4552,6516,3454,5030
17.413,4484,6462,3453,5100
17.442,4508,6438,3373,4996
17.472,4631,6468,3511,4976
17.503,4540,6476,3461,5083
17.533,4490,6414,3355,5003
17.565,4569,6473,3447,4946
17.595,4536,6502,3566,5024
17.658,4419,6435,3382,5019
17.685,4518,6338,3325,4904
17.713,4550,6438,3512,5004
17.744,4462,6357,3447,5054
17.784,4516,6327,3327,4972
17.802,4612,6462,3427,4994
17.834,4518,6418,3386,5110
17.892,4493,6357,3441,5010
17.894,4614,6435,3441,4989
17.953,4531,6449,3500,5075
17.983,4455,6397,3404,5023
18.012,4538,6430,3481,4916
18.043,4544,6470,3499,5008
18.072,4419,6428,3476,5036
18.103,4512,6412,3324,4960
18.132,4563,6475,3428,5004
18.195,4494,6424,3447,5102
18.232,4498,6384,3432,5008
18.252,4640,6427,3443,4996
18.282,4531,6434,3555,5077
18.314,4493,6342,3492,5015
18.342,4561,6410,3460,4926
18.372,4534,6453,3560,5025
18.464,4405,6405,3397,5036
18.464,4509,6406,3440,4936
18.494,4552,6472,3483,5034
18.523,4484,6378,3495,5077
18.560,4506,6356,3262,4986
18.585,4630,6389,3399,4992
18.626,4520,6330,3416,5102
18.642,4489,6257,3314,5013
18.703,4575,6416,3390,4967
18.732,4520,6453,3515,5039
18.765,4424,6429,3454,5040
18.795,4512,6451,3413,4908
18.833,4537,6521,3509,5010
18.852,4528,6474,3498,5023
18.943,4399,6440,3411,5047
18.944,4493,6454,3368,4929
18.973,4533,6532,3439,5009
19.005,4473,6470,3404,5081
19.077,4491,6436,3346,4994
19.077,4620,6462,3436,4996
19.092,4516,6428,3435,5114
19.123,4485,6316,3354,5019
19.183,4579,6377,3498,4972
19.212,4528,6400,3477,5046
19.242,4424,6358,3469,5041
19.272,4525,6375,3433,4921
19.304,4547,6448,3519,5017
19.332,4435,6389,3403,5045
19.363,4509,6372,3262,4978
19.428,4596,6429,3438,5027
19.452,4504,6400,3415,5127
19.482,4485,6320,3302,5029
19.513,4631,6371,3350,5000
19.603,4536,6395,3483,5069
19.603,4472,6353,3373,5025
19.603,4541,6414,3355,4921
19.635,4541,6440,3474,5015
19.693,4409,6395,3367,5039
19.722,4507,6339,3398,4964
19.753,4579,6412,3383,5001
19.782,4487,6360,3442,5100
19.829,4501,6322,3366,5000
19.842,4631,6361,3507,4991
19.873,4531,6203,3589,5091
19.932,4490,6380,3438,5029
19.992,4559,6423,3498,4930
19.993,4537,6448,3627,5035
20.029,4417,6410,3380,5035
20.053,4512,6417,3415,4921
20.082,4550,6480,3485,5010
20.121,4465,6407,3522,5063
20.142,4512,6383,3245,4988
20.206,4628,6437,3426,5001
20.235,4520,6390,3568,5111
20.265,4499,6317,3479,5024
20.295,4597,6338,3508,4982
20.353,4532,6392,3552,5052
20.354,4441,6336,3473,5022
20.383,4531,6367,3346,4912
20.442,4549,6446,3529,5024
20.472,4420,6379,3499,5040
20.504,4509,6378,3372,4971
20.592,4589,6438,3492,5006
20.593,4498,6387,3510,5106
20.594,4493,6335,3381,5010
20.639,4623,6398,3468,4989
20.682,4531,6414,3452,5072
20.712,4484,6286,3380,5032
20.743,4548,6329,3319,4922
20.772,4541,6366,3560,5026
20.803,4408,6319,3465,5032
20.833,4509,6311,3290,4938
20.862,4524,6315,3363,4912
20.923,4547,6393,3474,5022
20.982,4421,6312,3415,5039
20.983,4506,6312,3372,4969
21.043,4592,6366,3483,5001
21.044,4505,6332,3529,5105
21.072,4494,6277,3350,5009
21.103,4625,6355,3324,4993
21.162,4525,6286,3525,5070
21.192,4481,6224,3457,5025
21.227,4549,6327,3496,4930
21.252,4543,6384,3482,5025
21.282,4406,6342,3430,5042
21.312,4503,6349,3406,4950
21.342,4549,6445,3506,5015
21.372,4485,6426,3382,5101
21.433,4502,6429,3312,5005
21.493,4628,6467,3430,4998
21.494,4529,6469,3429,5103
21.523,4490,6381,3496,5022
21.552,4565,6441,3499,4962
21.582,4529,6465,3630,5039
21.613,4416,6407,3401,5039
21.676,4515,6429,3502,4926
21.702,4546,6496,3404,5018
21.732,4458,6355,3422,5064
21.762,4512,6319,3327,4991
21.792,4609,6340,3473,5006
21.828,4517,6324,3502,5121
21.852,4491,6255,3467,5022
21.882,4602,6315,3488,4995
21.943,4529,6350,3553,5055
21.972,4453,6286,3435,5031
22.003,4532,6311,3424,4922
22.033,4542,6351,3514,5017
22.093,4415,6304,3447,5041
22.093,4507,6349,3346,4972
22.123,4569,6525,3449,5012
22.212,4500,6478,3455,5113
22.223,4497,6448,3366,5023
22.242,4634,6494,3436,4995
22.273,4542,6501,3542,5080
22.305,4485,6409,3397,5024
22.334,4552,6467,3408,4928
22.363,4537,6501,3491,5029
22.393,4407,6458,3466,5041
22.452,4505,6443,3416,4947
22.482,4549,6524,3493,5016
22.513,4487,6471,3493,5103
22.542,4502,6444,3382,5002
22.572,4627,6486,3444,5003
22.603,4532,6470,3450,5111
22.632,4486,6379,3359,5024
22.692,4565,6417,3416,4969
22.722,4528,6190,3543,5047
22.753,4408,6385,3429,5037
22.782,4522,6379,3415,4919
22.812,4544,6377,3428,5015
22.842,4436,6361,3474,5054
22.872,4409,6236,3467,5043
22.964,4502,6206,3326,4949
22.964,4545,6381,3423,5025
22.993,4485,6198,3456,5110
23.028,4501,6177,3333,5008
23.052,4612,6210,3455,5000
23.082,4522,6376,3486,5110
23.113,4485,6279,3430,5022
23.172,4572,6334,3450,4967
23.244,4529,6133,3564,5036
23.244,4404,6151,3462,5047
23.264,4529,6351,3432,4921
23.293,4550,6314,3490,5017
23.324,4446,6341,3501,5056
23.353,4507,6297,3379,4986
23.383,4604,6356,3455,5007
23.472,4520,6346,3542,5123
23.473,4488,6268,3454,5031
23.503,4595,6327,3459,4992
23.532,4520,6339,3593,5063
23.562,4453,6183,3487,5028
23.593,4534,6265,3394,4922
23.629,4539,6256,3449,5019
23.683,4414,6233,3461,5050
23.712,4502,6178,3369,4974
23.742,4562,6227,3536,5008
23.772,4499,6215,3558,5112
23.803,4497,6175,3448,5013
23.832,4630,6240,3531,4996
23.864,4531,6321,3617,5082
23.892,4487,6249,3519,5022
23.952,4554,6413,3523,4936
23.982,4535,6300,3615,5022
24.012,4415,6237,3542,5050
24.042,4500,6223,3473,4935
24.073,4543,6377,3559,5015
24.132,4469,6294,3554,5084
24.133,4496,6273,3419,5001
24.192,4622,6309,3525,5006
24.226,4523,6271,3572,5097
24.252,4474,6158,3507,5020
24.283,4580,6145,3518,4969
24.312,4527,6151,3646,5043
24.342,4415,6206,3534,5034
24.379,4519,6229,3504,4920
24.402,4539,6339,3579,5015
24.492,4435,6273,3540,5058
24.493,4506,6251,3430,4990
24.522,4613,6299,3526,5009
24.552,4502,6276,3563,5122
24.582,4494,6194,3477,5021
24.628,4615,6260,3523,4996
24.642,4526,6277,3637,5068
24.703,4464,6155,3528,5041
24.732,4529,6114,3514,4920
24.763,4535,6269,3589,5019
24.805,4414,6203,3538,5044
24.824,4504,6243,3440,4964
24.852,4548,6283,3543,5014
24.943,4547,6323,3580,5018
24.943,4439,6255,3551,5063
24.972,4509,6270,3414,5003
25.033,4608,6324,3526,5014
25.033,4515,6291,3552,5121
25.062,4487,6052,3464,5023
25.092,4612,6165,3517,4999
25.122,4526,6173,3623,5067
25.182,4526,6158,3519,5046
25.221,4522,6137,3508,4984
25.242,4559,6171,3542,5020
25.272,4480,6142,3522,5033
25.303,4509,6119,3506,4995
25.332,4505,6266,3496,5012
25.363,4493,6250,3526,5043
25.429,4496,6268,3439,5022
25.452,4565,6236,3408,5009
25.482,4537,6370,3448,5085
25.513,4498,6249,3479,5029
25.543,4563,6268,3478,4941
25.572,4531,6327,3596,5029
25.605,4416,6144,3489,5039
25.633,4511,6211,3378,4935
25.692,4547,6180,3393,5021
25.752,4469,6327,3473,5102
25.753,4498,6301,3349,5011
25.782,4614,6227,3456,5002
25.813,4520,6265,3422,5115
25.848,4483,6188,3466,5027
25.872,4580,6229,3500,4984
25.933,4522,6247,3614,5051
25.962,4427,6201,3518,5041
25.992,4513,6225,3490,4936
26.025,4553,6290,3562,5024
26.052,4418,6244,3524,5048
26.082,4497,6219,3409,4982
26.112,4558,6245,3499,5006
26.142,4518,6242,3488,5084
26.203,4482,6197,3409,5054
26.233,4561,6217,3509,5015
26.262,4546,6227,3551,5046
26.292,4526,6179,3517,5033
26.322,4511,6193,3486,4969
26.383,4530,6224,3559,5018
26.383,4457,6289,3533,5049
26.442,4494,6250,3505,4997
26.472,4521,6298,3524,5014
26.503,4492,6219,3550,5062
26.563,4500,6202,3477,5031
26.563,4562,6213,3511,5000
26.593,4521,6178,3520,5064
26.628,4495,6146,3499,5032
26.652,4536,6131,3496,5019
26.713,4523,6162,3570,5024
26.743,4477,6064,3531,5050
26.772,4504,6201,3525,4987
26.803,4542,6133,3538,5014
26.834,4481,6211,3536,5018
26.863,4501,6201,3469,5000
26.922,4495,6219,3507,5007
26.952,4512,6242,3517,5013
26.983,4479,6212,3536,5054
27.033,4502,6317,3466,5027
27.042,4562,6264,3500,5002
27.072,4524,6250,3500,5059
27.102,4495,6133,3454,5030
27.132,4532,6144,3498,5024
27.193,4528,6169,3574,5027
27.229,4482,6252,3532,5048
27.252,4508,6204,3533,4991
27.282,4540,6261,3537,5019
27.312,4487,6147,3533,5016
27.377,4504,6291,3409,4997
27.377,4606,6336,3472,5013
27.434,4525,6164,3528,5123
27.493,4490,6148,3430,5030
27.493,4597,6270,3510,5012
27.522,4636,6285,3571,5059
27.552,4528,6177,3521,5044
27.582,4519,6236,3503,4995
27.613,4545,6212,3548,5023
27.672,4477,6282,3526,5035
27.703,4501,6255,3502,5009
27.732,4502,6306,3516,5019
27.762,4495,6291,3535,5069
27.793,4496,6283,3466,5033
27.828,4562,6139,3495,5012
27.852,4533,6172,3476,5086
27.912,4492,6011,3434,5035
27.942,4550,6037,3399,4960
27.972,4536,6084,3620,5037
28.002,4411,6096,3532,5051
28.032,4510,6130,3541,5009
28.062,4521,6252,3535,5026
28.092,4481,6183,3553,5037
28.122,4500,6253,3487,5016
28.182,4552,6183,3520,5009
28.212,4520,6229,3522,5072
28.242,4492,6186,3492,5039
28.272,4546,6209,3507,5041
28.305,4526,6195,3573,5044
28.333,4497,6171,3540,5053
28.364,4516,6184,3529,4994
28.402,4542,6225,3553,5025
28.452,4484,6203,3532,5037
28.482,4501,6196,3491,5004
28.543,4517,6219,3510,5020
28.543,4504,6219,3535,5082
28.573,4487,6181,3483,5043
28.604,4565,6198,3502,5031
28.632,4528,6221,3538,5055
28.663,4529,6181,3509,5046
28.722,4523,6167,3481,5008
28.753,4536,6178,3431,5034
28.783,4469,6179,3360,5044
28.813,4500,6160,3435,5005
28.842,4508,6221,3502,5027
28.872,4482,6194,3520,5123
28.943,4434,6209,3492,5058
29.032,4505,6177,3390,5009
29.032,4596,6251,3494,5032
29.032,4502,6196,3522,5138
29.082,4488,6145,3437,5036
29.083,4620,6207,3492,5014
29.113,4522,6216,3598,5081
29.173,4456,6250,3390,5042
29.203,4525,6165,3417,4938
29.234,4530,6288,3572,5029
29.262,4406,6224,3499,5054
29.292,4494,6193,3398,4970
29.322,4539,6315,3497,5029
29.352,4478,6233,3497,5117
29.382,4492,6183,3371,5023
29.442,4617,6225,3474,5012
29.472,4527,6216,3558,5104
29.502,4478,6165,3474,5036
29.532,4554,6201,3445,4964
29.566,4526,6255,3460,5047
