# Ghost Glove Flex Calibration — 20 mm tube
t_s,flex_ring,flex_middle,flex_index,flex_thumb
4.012,4854,6540,3533,6485
4.013,4737,6606,3744,6551
4.044,4611,6485,3563,6536
4.072,4766,6533,3490,6467
4.102,4751,6677,3620,6527
4.192,4634,6571,3551,6579
4.193,4725,6529,3392,6511
4.228,4879,6594,3533,6530
4.252,4726,6479,3644,6606
4.282,4718,6401,3486,6542
4.312,4873,6639,3538,6499
4.343,4743,6637,3752,6571
4.403,4599,6522,3560,6533
4.444,4776,6586,3524,6460
4.462,4746,6721,3644,6526
4.492,4606,6601,3573,6541
4.522,4741,6594,3370,6495
4.552,4892,6660,3572,6531
4.582,4695,6480,3621,6595
4.612,4730,6444,3458,6524
4.673,4904,6576,3536,6510
4.702,4759,6668,3753,6562
4.732,4635,6596,3557,6541
4.762,4774,6652,3537,6460
4.792,4761,6775,3666,6536
4.822,4571,6650,3587,6549
4.852,4754,6655,3414,6501
4.913,4853,6754,3582,6545
4.943,4685,6640,3571,6613
4.972,4708,6503,3452,6546
5.015,4917,6559,3545,6527
5.033,4768,6590,3739,6580
5.062,4676,6458,3529,6530
5.093,4814,6558,3543,6493
5.122,4748,6662,3713,6546
5.213,4582,6443,3572,6540
5.213,4586,6457,3533,6562
5.242,4780,6578,3540,6474
5.275,4776,6698,3647,6558
5.303,4596,6587,3540,6586
5.364,4731,6577,3388,6526
5.393,4889,6687,3564,6563
5.430,4714,6662,3584,6614
5.452,4735,6548,3468,6546
5.482,4922,6642,3536,6527
5.512,4746,6579,3712,6581
5.542,4626,6464,3558,6541
5.632,4803,6507,3527,6482
5.633,4763,6824,3671,6566
5.664,4579,6699,3562,6556
5.694,4733,6679,3377,6526
5.722,4884,6808,3568,6563
5.783,4699,6741,3569,6618
5.784,4740,6618,3431,6546
5.813,4940,6736,3547,6549
5.843,4755,6706,3712,6593
5.933,4681,6591,3543,6556
5.934,4823,6700,3535,6489
6.025,4788,6793,3676,6567
6.025,4582,6659,3552,6563
6.025,4744,6563,3380,6512
6.052,4808,6805,3585,6552
6.082,4679,6714,3587,6608
6.113,4755,6635,3415,6537
6.172,4906,6703,3558,6552
6.202,4746,6681,3709,6593
6.232,4694,6570,3545,6549
6.262,4837,6609,3535,6491
6.294,4764,6747,3721,6562
6.353,4584,6610,3583,6558
6.353,4773,6635,3411,6499
6.412,4772,6777,3610,6549
6.442,4667,6668,3575,6605
6.472,4737,6608,3406,6538
6.502,4920,6685,3557,6533
6.563,4744,6664,3668,6604
6.564,4721,6536,3520,6545
6.629,4856,6657,3541,6488
6.629,4775,6677,3747,6569
6.682,4610,6603,3572,6552
6.712,4759,6622,3461,6501
6.742,4801,6766,3591,6558
6.772,4647,6652,3594,6594
6.803,4709,6593,3365,6537
6.832,4894,6625,3542,6549
6.864,4715,6633,3632,6614
6.922,4739,6433,3507,6584
6.953,4880,6606,3564,6506
6.982,4760,6660,3761,6564
7.012,4621,6575,3578,6544
7.043,4782,6655,3477,6478
7.072,4780,6750,3640,6538
7.103,4620,6620,3573,6583
7.133,4745,6632,3376,6535
7.228,4905,6712,3564,6550
7.228,4798,6661,3605,6556
7.252,4670,6651,3584,6613
7.282,4731,6597,3402,6547
7.312,4908,6690,3567,6556
7.342,4746,6654,3707,6602
7.433,4723,6525,3525,6558
7.433,4842,6647,3550,6492
7.462,4781,6722,3695,6558
7.524,4590,6621,3588,6557
7.524,4760,6642,3429,6509
7.584,4775,6778,3603,6547
7.584,4656,6644,3559,6613
7.642,4758,6627,3365,6534
7.672,4927,6686,3575,6556
7.702,4741,6663,3713,6609
7.733,4735,6502,3526,6562
7.792,4863,6600,3535,6490
7.793,4762,6670,3748,6571
7.830,4614,6603,3591,6564
7.852,4795,6579,3452,6489
7.943,4778,6742,3627,6551
7.943,4646,6663,3580,6621
7.972,4748,6533,3383,6551
8.002,4937,6607,3539,6559
8.032,4732,6554,3651,6635
8.077,4760,6469,3497,6558
8.093,4868,6587,3556,6524
8.152,4762,6645,3743,6576
8.183,4616,6561,3573,6569
8.212,4776,6643,3450,6505
8.242,4807,6783,3621,6561
8.272,4646,6645,3561,6601
8.302,4740,6641,3393,6543
8.333,4909,6706,3564,6570
8.363,4725,6633,3622,6630
8.428,4735,6536,3481,6565
8.452,4878,6686,3538,6505
8.512,4774,6673,3761,6574
8.513,4608,6601,3567,6555
8.542,4783,6661,3540,6496
8.572,4778,6738,3655,6562
8.603,4622,6593,3570,6599
8.662,4758,6573,3387,6541
8.692,4913,6705,3574,6568
8.723,4710,6683,3616,6629
8.753,4740,6543,3497,6585
8.782,4907,6660,3549,6540
8.812,4781,6637,3745,6587
8.842,4622,6539,3542,6555
8.873,4800,6598,3541,6504
8.933,4761,6736,3664,6579
8.963,4591,6604,3591,6588
8.994,4753,6634,3372,6530
9.030,4930,6682,3558,6550
9.052,4701,6585,3577,6622
9.082,4737,6498,3452,6547
9.119,4933,6682,3545,6553
9.173,4762,6651,3705,6597
9.202,4651,6546,3540,6575
9.263,4735,6516,3509,6563
9.263,4850,6628,3538,6519
9.299,4776,6647,3747,6576
9.323,4607,6563,3571,6567
9.383,4777,6578,3486,6492
9.412,4782,6756,3625,6564
9.442,4632,6642,3578,6632
9.472,4754,6608,3366,6552
9.533,4895,6703,3529,6561
9.563,4722,6648,3650,6637
9.563,4712,6527,3503,6558
9.592,4869,6652,3530,6529
9.652,4753,6652,3726,6593
9.682,4618,6583,3541,6583
9.712,4800,6643,3469,6495
9.742,4797,6739,3647,6558
9.772,4621,6637,3551,6602
9.802,4746,6610,3380,6543
9.834,4918,6718,3579,6563
9.864,4712,6652,3575,6636
9.922,4743,6544,3485,6566
9.982,4891,6634,3552,6529
9.983,4781,6650,3738,6593
10.012,4597,6573,3567,6565
10.042,4800,6640,3540,6498
10.072,4766,6745,3651,6562
10.106,4605,6628,3584,6585
10.162,4715,6644,3393,6545
10.192,4898,6655,3563,6554
10.228,4712,6679,3596,6630
10.253,4748,6595,3457,6551
10.283,4904,6712,3557,6545
10.312,4769,6726,3715,6593
10.342,4631,6617,3546,6568
10.372,4801,6723,3546,6497
10.433,4772,6837,3682,6570
10.464,4591,6714,3555,6595
10.492,4759,6710,3371,6530
10.522,4860,6820,3578,6569
10.552,4694,6729,3570,6628
10.582,4723,6621,3445,6553
10.612,4923,6762,3555,6557
10.672,4755,6752,3726,6617
10.734,4677,6614,3537,6577
10.734,4818,6731,3545,6513
10.794,4747,6828,3679,6605
10.794,4588,6710,3574,6568
10.852,4745,6717,3395,6522
10.853,4839,6843,3593,6575
10.885,4701,6739,3583,6628
10.972,4736,6628,3420,6561
10.973,4918,6740,3538,6578
11.002,4753,6741,3713,6605
11.032,4689,6594,3528,6560
11.062,4825,6735,3535,6510
11.092,4766,6798,3711,6570
11.122,4581,6702,3580,6560
11.190,4756,6709,3397,6522
11.212,4799,6849,3601,6564
11.242,4813,6836,3638,6558
11.272,4599,6702,3582,6594
11.302,4756,6716,3369,6533
11.333,4893,6790,3556,6575
11.393,4707,6718,3565,6634
11.430,4742,6609,3472,6565
11.452,4889,6727,3553,6534
11.482,4742,6711,3748,6596
11.512,4616,6592,3557,6573
11.573,4799,6685,3549,6502
11.574,4770,6780,3656,6574
11.602,4593,6669,3578,6568
11.663,4745,6650,3397,6523
11.710,4864,6778,3584,6562
11.723,4697,6669,3569,6627
11.753,4735,6568,3455,6565
11.782,4922,6651,3539,6564
11.812,4742,6560,3703,6598
11.842,4674,6503,3522,6562
11.903,4825,6666,3530,6494
11.933,4779,6752,3674,6568
11.993,4565,6643,3587,6585
11.993,4763,6652,3401,6525
12.028,4843,6754,3575,6553
12.052,4698,6611,3609,6632
12.082,4736,6555,3425,6561
12.112,4921,6600,3564,6559
12.172,4783,6637,3715,6604
12.202,4677,6509,3556,6573
12.233,4810,6610,3531,6506
12.263,4792,6705,3679,6570
12.294,4585,6631,3561,6564
12.322,4752,6584,3381,6529
12.352,4823,6793,3591,6581
12.412,4675,6692,3567,6618
12.442,4731,6608,3394,6558
12.472,4918,6717,3551,6564
12.504,4778,6706,3741,6617
12.533,4711,6545,3523,6558
12.562,4831,6638,3551,6516
12.594,4780,6684,3735,6587
12.629,4594,6599,3586,6580
12.713,4768,6614,3420,6524
12.713,4759,6759,3585,6570
12.751,4652,6620,3557,6619
12.772,4758,6567,3408,6553
12.832,4916,6685,3552,6578
12.833,4736,6646,3676,6615
12.863,4726,6512,3507,6561
12.923,4856,6601,3519,6505
12.952,4749,6628,3772,6586
12.982,4587,6569,3570,6565
13.012,4768,6583,3431,6509
13.042,4757,6720,3615,6558
13.072,4651,6572,3599,6626
13.102,4741,6607,3350,6547
13.133,4888,6710,3557,6572
13.193,4730,6678,3659,6627
13.230,4741,6570,3520,6567
13.252,4750,6566,3416,6552
13.282,4926,6682,3549,6561
13.312,4763,6654,3718,6613
13.342,4669,6556,3534,6576
13.403,4805,6669,3516,6512
13.432,4759,6746,3677,6586
13.463,4604,6633,3555,6585
13.493,4761,6645,3391,6521
13.522,4835,6786,3589,6569
13.552,4689,6645,3581,6624
13.582,4746,6560,3408,6557
13.612,4923,6680,3539,6569
13.672,4760,6667,3724,6621
13.703,4708,6481,3532,6568
13.733,4816,6639,3557,6498
13.762,4774,6710,3726,6579
13.792,4600,6649,3560,6561
13.852,4758,6663,3405,6513
13.853,4761,6785,3584,6560
13.912,4676,6685,3563,6630
13.943,4734,6579,3398,6558
13.973,4918,6656,3556,6557
14.002,4745,6549,3700,6625
14.033,4711,6568,3531,6566
14.063,4845,6695,3527,6504
14.092,4746,6752,3740,6577
14.122,4596,6661,3569,6584
14.182,4752,6692,3434,6502
14.213,4790,6817,3593,6554
14.242,4672,6701,3586,6621
14.272,4756,6662,3377,6554
14.302,4891,6748,3537,6557
14.332,4731,6692,3653,6627
14.365,4739,6582,3497,6573
14.430,4855,6691,3538,6524
14.452,4767,6715,3738,6577
14.482,4639,6642,3559,6580
14.512,4781,6677,3477,6503
14.542,4759,6805,3621,6565
14.572,4635,6675,3562,6619
14.602,4730,6673,3385,6541
14.632,4882,6747,3554,6569
14.692,4723,6674,3620,6639
14.722,4740,6564,3509,6578
14.753,4867,6663,3549,6509
14.782,4761,6691,3743,6595
14.825,4617,6606,3555,6583
14.842,4797,6667,3509,6492
14.872,4736,6777,3635,6568
14.934,4618,6679,3560,6593
14.964,4735,6658,3391,6548
14.992,4918,6730,3563,6574
15.025,4741,6669,3586,6645
15.052,4743,6574,3470,6568
15.082,4890,6694,3555,6546
15.112,4776,6702,3744,6603
15.173,4599,6588,3544,6570
15.202,4787,6668,3535,6508
15.232,4766,6761,3622,6562
15.263,4755,6726,3746,6589
15.292,4579,6629,3573,6576
15.332,4767,6656,3442,6520
15.352,4773,6772,3606,6581
15.412,4670,6563,3569,6630
15.442,4734,6562,3406,6561
15.502,4911,6646,3531,6565
15.503,4736,6634,3666,6637
15.533,4743,6498,3510,6564
15.563,4852,6602,3541,6516
15.592,4772,6623,3762,6592
15.652,4614,6437,3554,6561
15.682,4792,6670,3489,6516
15.712,4793,6779,3605,6555
15.773,4644,6667,3582,6631
15.773,4735,6655,3365,6545
15.802,4883,6724,3552,6583
15.846,4730,6677,3647,6637
15.864,4719,6533,3487,6570
15.922,4868,6670,3559,6550
15.983,4753,6678,3740,6582
15.983,4611,6604,3566,6565
16.012,4777,6657,3474,6508
16.042,4768,6771,3624,6575
16.072,4607,6627,3556,6605
16.102,4745,6620,3380,6551
16.163,4900,6715,3550,6576
16.193,4714,6652,3566,6634
16.230,4726,6541,3479,6577
16.252,4891,6659,3540,6525
16.283,4757,6637,3732,6603
16.312,4592,6570,3548,6566
16.342,4799,6638,3526,6504
16.372,4774,6742,3653,6578
16.433,4594,6649,3595,6614
16.462,4752,6643,3380,6553
16.493,4888,6744,3554,6582
16.522,4716,6712,3607,6650
16.552,4742,6591,3459,6563
16.582,4916,6691,3546,6552
16.612,4761,6678,3733,6609
16.672,4630,6594,3551,6570
16.702,4809,6614,3543,6501
16.732,4749,6724,3671,6573
16.763,4584,6580,3552,6572
16.793,4743,6619,3412,6545
16.829,4860,6739,3568,6563
16.852,4716,6659,3578,6641
16.883,4730,6543,3433,6558
16.942,4939,6653,3543,6606
16.972,4767,6658,3730,6614
17.032,4655,6542,3530,6583
17.033,4815,6624,3544,6508
17.062,4791,6732,3677,6580
17.094,4584,6607,3581,6577
17.182,4758,6600,3398,6536
17.183,4846,6742,3573,6560
17.212,4688,6614,3562,6630
17.242,4740,6571,3414,6564
17.272,4747,6631,3369,6545
17.333,4890,6708,3545,6565
17.363,4716,6670,3603,6641
17.363,4739,6559,3490,6574
17.426,4881,6690,3538,6532
17.452,4755,6722,3761,6592
17.482,4624,6651,3562,6571
17.512,4784,6704,3525,6498
17.542,4772,6777,3638,6572
17.572,4614,6659,3566,6611
17.602,4749,6683,3391,6547
17.662,4910,6752,3562,6575
17.693,4724,6670,3577,6649
17.722,4771,6530,3486,6570
17.752,4911,6634,3534,6537
17.783,4775,6649,3745,6599
17.813,4610,6552,3555,6574
17.842,4799,6594,3523,6516
17.872,4781,6715,3651,6578
17.964,4586,6654,3572,6589
17.964,4735,6633,3383,6546
17.992,4926,6744,3567,6577
18.052,4700,6670,3589,6644
18.053,4740,6549,3440,6559
18.113,4924,6633,3521,6571
18.114,4743,6616,3708,6609
18.172,4653,6519,3553,6582
18.232,4795,6597,3538,6509
18.234,4794,6764,3683,6581
18.263,4601,6659,3565,6594
18.322,4752,6688,3414,6529
18.323,4833,6797,3585,6569
18.352,4704,6685,3595,6650
18.382,4739,6601,3430,6569
18.442,4939,6704,3540,6581
18.472,4748,6692,3720,6624
18.502,4658,6595,3546,6582
18.533,4810,6689,3514,6514
18.563,4746,6758,3690,6581
18.592,4583,6659,3575,6587
18.632,4764,6662,3386,6537
18.682,4818,6799,3583,6581
18.712,4684,6685,3561,6631
18.742,4743,6592,3413,6582
18.772,4915,6721,3529,6562
18.802,4748,6673,3724,6621
18.832,4708,6554,3529,6574
18.862,4826,6663,3527,6514
18.892,4781,6741,3709,6584
18.956,4588,6636,3563,6595
18.982,4758,6663,3421,6541
19.012,4830,6778,3582,6574
19.073,4663,6683,3575,6639
19.073,4740,6591,3377,6573
19.103,4929,6719,3539,6572
19.133,4735,6683,3687,6629
19.192,4760,6561,3526,6578
19.230,4851,6663,3542,6519
19.252,4765,6703,3712,6597
19.282,4788,6672,3726,6616
19.312,4634,6573,3545,6580
19.342,4798,6675,3509,6522
19.403,4778,6777,3675,6584
19.432,4584,6642,3587,6582
19.468,4748,6650,3394,6547
19.523,4890,6748,3570,6583
19.523,4697,6646,3601,6651
19.552,4753,6545,3423,6578
19.582,4920,6680,3548,6580
19.612,4772,6653,3708,6615
19.672,4661,6528,3534,6598
19.702,4813,6644,3512,6523
19.733,4784,6725,3682,6594
19.763,4597,6625,3578,6589
19.793,4733,6614,3380,6537
19.852,4808,6743,3592,6581
19.853,4683,6570,3564,6638
19.912,4727,6583,3394,6561
19.943,4907,6682,3554,6587
19.990,4784,6666,3742,6636
20.032,4683,6543,3541,6574
20.033,4840,6654,3540,6532
20.063,4764,6743,3704,6590
20.092,4587,6646,3557,6597
20.122,4764,6660,3406,6534
20.182,4776,6791,3582,6599
20.242,4664,6699,3602,6640
20.243,4743,6607,3384,6579
20.272,4917,6720,3546,6576
20.302,4741,6676,3699,6637
20.333,4721,6566,3514,6577
20.363,4861,6689,3534,6513
20.430,4765,6718,3728,6597
20.452,4591,6641,3576,6582
20.482,4763,6660,3432,6540
20.512,4798,6802,3578,6579
20.572,4659,6677,3568,6638
20.573,4749,6644,3349,6559
20.602,4904,6724,3545,6581
20.633,4739,6689,3661,6654
20.693,4756,6567,3483,6592
20.722,4865,6678,3531,6528
20.783,4770,6700,3745,6609
20.783,4612,6615,3558,6591
20.812,4778,6661,3473,6507
20.842,4770,6788,3626,6604
20.872,4632,6662,3593,6612
20.933,4740,6653,3384,6567
20.962,4892,6738,3552,6582
20.992,4740,6688,3651,6653
21.052,4736,6564,3506,6573
21.053,4897,6653,3528,6554
21.082,4769,6676,3726,6599
21.112,4608,6603,3571,6589
21.142,4788,6652,3531,6517
21.202,4769,6778,3635,6597
21.232,4602,6673,3570,6623
21.263,4761,6660,3395,6568
21.382,4748,6664,3406,6530
21.384,4796,6781,3586,6579
21.384,4681,6689,3591,6649
21.385,4756,6616,3376,6571
21.442,4932,6719,3531,6575
21.472,4741,6676,3729,6626
21.502,4748,6546,3509,6581
21.562,4865,6669,3538,6518
21.563,4760,6705,3751,6599
21.593,4592,6640,3564,6576
21.629,4781,6662,3460,6531
21.682,4769,6766,3608,6579
21.712,4641,6662,3593,6663
21.742,4755,6632,3353,6568
21.772,4895,6726,3539,6574
21.802,4744,6657,3642,6640
21.833,4723,6541,3510,6598
21.863,4866,6641,3543,6534
21.953,4765,6639,3750,6609
21.953,4628,6499,3578,6590
21.982,4788,6644,3452,6523
22.012,4782,6778,3627,6583
22.042,4626,6655,3574,6629
22.072,4754,6647,3380,6560
22.102,4894,6740,3578,6583
22.134,4730,6690,3583,6657
22.192,4733,6558,3473,6581
22.234,4894,6692,3525,6586
22.252,4760,6685,3727,6602
22.282,4596,6588,3531,6595
22.313,4797,6663,3552,6525
22.342,4776,6762,3642,6570
22.372,4600,6645,3548,6614
22.432,4766,6649,3389,6564
22.462,4892,6735,3574,6596
22.492,4733,6651,3588,6658
22.522,4763,6541,3451,6580
22.552,4907,6672,3567,6584
22.582,4770,6672,3723,6612
22.612,4646,6553,3538,6579
22.642,4821,6619,3548,6515
22.702,4751,6762,3668,6581
22.733,4593,6608,3583,6587
22.762,4771,6646,3411,6551
22.792,4859,6767,3588,6581
22.831,4695,6658,3578,6651
22.882,4738,6572,3442,6580
22.883,4945,6683,3540,6591
22.943,4775,6688,3717,6634
22.972,4679,6558,3532,6595
23.002,4826,6637,3524,6514
23.033,4785,6724,3690,6595
23.063,4579,6612,3577,6594
23.095,4757,6629,3392,6536
23.122,4821,6742,3584,6580
23.152,4681,6646,3586,6645
23.212,4732,6561,3414,6577
23.242,4921,6708,3523,6579
23.272,4766,6732,3727,6625
23.302,4734,6697,3588,6650
23.363,4719,6600,3460,6580
23.364,4898,6723,3558,6556
23.452,4762,6714,3739,6632
23.453,4618,6631,3567,6606
23.482,4790,6691,3538,6548
23.512,4760,6804,3664,6586
23.542,4590,6678,3595,6611
23.572,4752,6687,3391,6552
23.634,4864,6797,3561,6576
23.634,4706,6722,3592,6643
23.694,4725,6610,3461,6586
23.722,4938,6717,3549,6594
23.752,4787,6715,3734,6611
23.813,4657,6599,3536,6589
23.813,4801,6699,3510,6512
23.842,4772,6792,3687,6588
23.872,4582,6630,3552,6596
23.933,4740,6685,3400,6550
23.963,4841,6801,3581,6571
23.992,4696,6697,3573,6654
24.031,4777,6604,3412,6571
24.052,4926,6714,3562,6579
24.082,4769,6706,3731,6620
24.112,4696,6571,3539,6594
24.172,4824,6678,3543,6532
24.203,4752,6762,3721,6596
24.232,4593,6650,3563,6589
24.264,4761,6676,3416,6548
24.292,4779,6792,3589,6559
24.322,4683,6707,3565,6637
24.412,4740,6624,3394,6565
24.413,4925,6719,3562,6585
24.442,4750,6678,3707,6644
24.472,4733,6558,3509,6589
24.502,4856,6676,3540,6536
24.536,4789,6737,3747,6602
24.562,4606,6644,3567,6597
24.592,4763,6667,3452,6524
24.629,4789,6792,3610,6575
24.652,4641,6706,3577,6653
24.712,4729,6649,3370,6567
24.742,4898,6743,3531,6581
24.772,4761,6715,3695,6634
24.862,4741,6575,3497,6585
24.863,4854,6701,3550,6536
24.864,4764,6714,3741,6596
24.892,4619,6640,3579,6594
24.952,4776,6671,3482,6519
24.982,4768,6796,3618,6586
25.012,4642,6684,3578,6644
25.072,4750,6680,3394,6573
25.073,4888,6751,3542,6577
25.102,4721,6696,3613,6659
25.133,4723,6593,3485,6591
25.171,4893,6700,3559,6547
25.252,4757,6699,3734,6606
25.282,4591,6625,3550,6595
25.283,4786,6709,3508,6532
25.312,4830,6702,3537,6527
25.342,4786,6759,3734,6605
25.372,4584,6652,3573,6590
25.464,4759,6706,3408,6521
25.464,4776,6807,3600,6584
25.492,4700,6723,3585,6650
25.522,4743,6650,3370,6564
25.552,4918,6738,3538,6585
25.582,4736,6725,3672,6635
25.612,4748,6588,3507,6590
25.689,4869,6694,3536,6533
25.702,4778,6729,3745,6591
25.763,4608,6678,3554,6589
25.764,4765,6698,3454,6520
25.792,4777,6801,3603,6574
25.832,4639,6692,3577,6623
25.852,4744,6695,3365,6566
25.882,4886,6758,3563,6585
25.942,4752,6714,3634,6648
25.972,4764,6578,3512,6580
26.002,4903,6716,3544,6559
26.035,4786,6707,3735,6596
26.062,4619,6631,3563,6566
26.093,4781,6699,3488,6515
26.212,4753,6806,3621,6569
26.213,4614,6697,3587,6628
26.213,4749,6677,3392,6561
26.242,4915,6756,3551,6586
26.273,4743,6714,3591,6663
26.303,4735,6603,3466,6602
26.334,4915,6722,3556,6551
26.394,4746,6705,3732,6602
26.394,4607,6628,3562,6586
26.452,4784,6683,3532,6506
26.482,4788,6795,3645,6576
26.512,4629,6671,3583,6609
26.542,4754,6673,3404,6559
26.572,4891,6793,3574,6578
26.602,4708,6696,3594,6653
26.632,4752,6573,3451,6578
26.692,4921,6711,3536,6584
26.730,4750,6691,3717,6614
26.783,4633,6615,3554,6574
26.783,4812,6690,3529,6523
26.813,4767,6801,3676,6597
26.843,4574,6668,3575,6582
26.904,4774,6662,3417,6555
26.904,4851,6780,3580,6590
26.993,4702,6672,3583,6648
27.032,4758,6573,3426,6581
27.032,4935,6712,3533,6594
27.052,4752,6665,3711,6622
27.082,4664,6553,3522,6575
27.112,4819,6681,3551,6539
27.142,4764,6747,3713,6597
27.203,4589,6629,3537,6595
27.245,4753,6659,3375,6541
27.294,4781,6771,3585,6587
27.294,4682,6679,3582,6643
27.322,4614,6592,3573,6611
27.352,4742,6559,3382,6556
27.382,4899,6757,3570,6588
27.442,4731,6688,3589,6657
27.472,4746,6552,3465,6591
27.502,4905,6664,3520,6554
27.592,4773,6687,3721,6611
27.633,4627,6564,3536,6589
27.633,4797,6649,3531,6528
27.633,4751,6744,3675,6594
27.713,4595,6606,3577,6606
27.713,4751,6616,3417,6560
27.745,4837,6715,3572,6589
27.772,4702,6605,3573,6655
27.802,4734,6482,3434,6582
27.864,4922,6507,3546,6575
27.864,4756,6513,3709,6619
27.893,4690,6526,3548,6578
27.962,4828,6650,3559,6532
27.982,4750,6760,3680,6594
28.012,4589,6662,3561,6584
28.042,4743,6659,3372,6531
28.103,4810,6803,3595,6591
28.103,4698,6668,3583,6634
28.132,4762,6563,3414,6585
28.194,4905,6655,3550,6591
28.233,4756,6632,3722,6624
28.252,4713,6497,3547,6607
28.282,4849,6602,3536,6537
28.312,4775,6677,3722,6598
28.342,4588,6653,3566,6596
28.372,4760,6661,3436,6537
28.464,4764,6803,3611,6587
28.464,4648,6671,3578,6644
28.493,4737,6589,3386,6575
28.523,4916,6687,3534,6575
28.552,4729,6666,3664,6639
28.642,4746,6558,3515,6578
28.643,4859,6660,3537,6528
28.643,4762,6695,3756,6609
28.703,4605,6621,3575,6589
28.733,4766,6680,3468,6530
28.764,4756,6791,3605,6590
28.802,4637,6691,3577,6634
28.827,4727,6660,3385,6565
28.852,4891,6747,3538,6572
28.882,4735,6692,3626,6663
28.912,4747,6567,3485,6587
29.003,4874,6693,3556,6541
29.003,4757,6705,3738,6609
29.037,4616,6634,3583,6560
29.063,4784,6659,3547,6511
29.152,4778,6782,3654,6594
29.153,4626,6662,3556,6619
29.154,4765,6662,3385,6569
29.212,4902,6730,3549,6585
29.242,4719,6668,3577,6660
29.272,4715,6579,3476,6603
29.303,4907,6672,3557,6573
29.363,4920,6693,3544,6572
29.365,4752,6663,3682,6642
29.432,4751,6536,3520,6595
29.452,4869,6668,3548,6526
29.512,4766,6677,3748,6603
29.513,4604,6568,3570,6596
29.542,4767,6657,3460,6517
29.572,4768,6791,3625,6595
