8.64,-0.2158,0.1025
8.66,-0.1907,0.1025
8.68,-0.1648,0.1025
8.70,-0.1383,0.1026
8.72,-0.1112,0.1026
8.74,-0.0836,0.1026
8.76,-0.0557,0.1026
8.78,-0.0276,0.1026
8.80,0.0006,0.1026
8.82,0.0288,0.1026
8.84,0.0569,0.1026
8.86,0.0849,0.1026
8.88,0.1124,0.1026
8.90,0.1396,0.1026
8.92,0.1662,0.1025
8.94,0.1921,0.1025
8.96,0.2173,0.1025
8.98,0.2416,0.1024
9.00,0.2650,0.1024
9.02,0.2874,0.1023
9.04,0.3086,0.1023
9.06,0.3286,0.1022
9.08,0.3474,0.1022
9.10,0.3647,0.1021
9.12,0.3807,0.1021
9.14,0.3951,0.1020
9.16,0.4080,0.1019
9.18,0.4193,0.1019
9.20,0.4289,0.1018
9.22,0.4368,0.1018
9.24,0.4430,0.1017
9.26,0.4475,0.1016
9.28,0.4502,0.1016
9.30,0.4512,0.1015
9.32,0.4503,0.1015
9.34,0.4477,0.1014
9.36,0.4434,0.1014
9.38,0.4372,0.1013
9.40,0.4294,0.1013
9.42,0.4199,0.1012
9.44,0.4087,0.1012
9.46,0.3959,0.1011
9.48,0.3815,0.1011
9.50,0.3657,0.1010
9.52,0.3484,0.1010
9.54,0.3297,0.1010
9.56,0.3098,0.1009
9.58,0.2886,0.1009
9.60,0.2663,0.1009
9.62,0.2429,0.1008
9.64,0.2186,0.1008
9.66,0.1934,0.1008
9.68,0.1674,0.1008
9.70,0.1408,0.1008
9.72,0.1137,0.1008
9.74,0.0861,0.1007
9.76,0.0581,0.1007
9.78,0.0300,0.1007
9.80,0.0017,0.1007
9.82,-0.0266,0.1007
9.84,-0.0548,0.1007
9.86,-0.0827,0.1008
9.88,-0.1103,0.1008
9.90,-0.1375,0.1008
9.92,-0.1642,0.1008
9.94,-0.1902,0.1008
9.96,-0.2154,0.1008
9.98,-0.2398,0.1008
10.00,-0.2632,0.1009
10.02,-0.2856,0.1009
10.04,-0.3069,0.1009
10.06,-0.3269,0.1009
10.08,-0.3457,0.1009
10.10,-0.3631,0.1010
10.12,-0.3791,0.1010
10.14,-0.3935,0.1010
10.16,-0.4065,0.1010
10.18,-0.4178,0.1011
10.20,-0.4274,0.1011
10.22,-0.4354,0.1011
10.24,-0.4417,0.1012
10.26,-0.4462,0.1012
10.28,-0.4489,0.1012
10.30,-0.4499,0.1012
10.32,-0.4491,0.1012
10.34,-0.4465,0.1013
10.36,-0.4422,0.1013
10.38,-0.4361,0.1013
10.40,-0.4283,0.1013
10.42,-0.4188,0.1014
10.44,-0.4076,0.1014
10.46,-0.3948,0.1014
10.48,-0.3805,0.1014
10.50,-0.3647,0.1014
10.52,-0.3474,0.1014
10.54,-0.3288,0.1015
10.56,-0.3088,0.1015
10.58,-0.2877,0.1015
10.60,-0.2654,0.1015
10.62,-0.2420,0.1015
10.64,-0.2177,0.1015
10.66,-0.1926,0.1015
10.68,-0.1666,0.1015
10.70,-0.1401,0.1015
10.72,-0.1129,0.1015
10.74,-0.0853,0.1015
10.76,-0.0574,0.1015
10.78,-0.0293,0.1015
10.80,-0.0010,0.1015
10.82,0.0273,0.1015
10.84,0.0554,0.1015
10.86,0.0834,0.1015
10.88,0.1110,0.1015
10.90,0.1382,0.1015
10.92,0.1648,0.1015
10.94,0.1908,0.1015
10.96,0.2160,0.1015
10.98,0.2403,0.1015
11.00,0.2638,0.1015
11.02,0.2862,0.1015
11.04,0.3074,0.1015
11.06,0.3275,0.1015
11.08,0.3462,0.1015
11.10,0.3636,0.1015
11.12,0.3796,0.1014
11.14,0.3940,0.1014
11.16,0.4069,0.1014
11.18,0.4182,0.1014
11.20,0.4279,0.1014
11.22,0.4359,0.1014
11.24,0.4421,0.1014
11.26,0.4466,0.1014
